genename,F1,F2,F3,F4,F5,F6,F7,S1,S2,S3,S4,S5,S6,S7,Space
gnai1,2.544956799,3.428673862,2.61367577,2.694981493,2.815277084,1.021652016,1.590884739,0.245683519,1.30139952,1.365837187,0.518066155,0.919350128,0.746247553,1.135618762,0
apc,0,0.095508881,0.019436375,0,0.019024615,0.044603755,0.110158241,0.048723541,0.023574622,0.040433737,0.043367459,0.014275168,0.027840439,0.030593042,0
ankrd34a,0.277910657,0.427903151,0.164856924,0,0,0.179145081,0.160592295,0.842884638,0.820805659,0.913014915,0.789523024,0.630229832,0.481154081,0.85316757,0
trappc11,0.860440196,0.173977136,0.236303692,0.08949486,0.01068018,1.306105649,0,0.564716114,0.686822178,0.628017967,0.813950752,0.745221491,0.823956452,0.800265957,0
ppfia1,0.607608877,0.522011217,0.301213794,0,0,0.935900337,0.641961324,0,0.96463876,1.208562156,0.730842338,0,0.626909711,0.322970034,0
rbm25,0.673812174,1.543332465,1.0337797,0.585637174,0.749475936,0.469510535,0.131207928,0.364077138,0.188557818,0.265702854,0.105127742,0.109716481,0.563361753,0.004839731,0
flna,1.310619421,3.661018694,2.477296189,1.504238581,0.975091371,0.929348486,1.532746899,0.902649416,0.702912985,0.787649394,0.947654475,0.529520354,0.49179526,0.586138158,0
abi1,3.120230946,3.386882175,3.462693493,2.594484902,3.956762159,3.574322363,2.075386003,9.442761962,8.405843129,7.927649001,9.93472969,10.65060672,11.86605391,11.10681006,0
2310061i04rik,0.86468116,0.279458725,1.852005787,0.254208315,1.088670566,0.364694158,0.245073646,0,0.375177083,0.316893586,0.320155576,0.244979694,0.295421713,0.29072787,0
ppfia2,0.788891979,1.385992438,0.777930356,0.533944056,0.681170303,0.834318416,0.674606525,0.59116539,0.439655522,0.636119612,0.752563071,0.558989149,0.463970743,0.701590203,0
ppfia3,0.973867353,1.192185237,0.998828089,0.677537516,0.543232105,1.481204151,1.210810287,2.10156998,1.528862927,2.11414382,2.57885208,1.730112475,1.667749434,2.142412508,0
tjp1,1.518600544,4.314054389,3.087419806,1.894264905,2.459057168,0.942950773,1.02171645,0.233661858,0.406784874,0.621628844,0.684700377,0,0.771405786,14.44114961,0
nup205,13.95733048,39.28272016,30.33564202,25.04657749,25.49937331,6.777205173,16.61400787,0.684617099,1.036783113,0.950601569,0.942558493,0.45036336,0.859271012,0.610024908,0
osbpl8,1.561983205,0.9541248,1.220646167,1.456096903,2.096479406,1.293064103,0,0.173950602,0.820940767,0.635296415,0.60399319,0.916504321,0.752470115,0.823064518,0
cttnbp2,0.605332353,0.845997353,0.674528249,0.295133002,0.563221788,0.478614077,0.615051111,1.593192403,1.265887017,1.918077884,1.927864924,1.419047362,1.329374007,1.676592071,0
ptprd,1.839799302,1.614803847,1.722863117,1.123995197,1.10978425,1.747134071,1.981663552,0.565452585,0.680174279,0.691407457,0.643046375,0.578501632,0.562742061,0.669118628,0
ptprz1,7.398111323,6.183017546,6.25070026,4.358428929,3.822591536,6.203337301,2.853639776,10.64460469,9.763852436,9.880955026,10.15753936,5.760979131,6.430190628,7.015666911,0
h2ac4,539.554843,1531.557178,1026.666245,1177.371103,563.1258685,314.883262,109.5163899,5.436142543,10.71276831,4.159281016,4.128040598,5.04082514,4.412260641,4.809917073,0
mtx3,0.543029409,1.39147029,2.357557073,1.855856684,1.06474928,0.20897202,1.465990173,0,0.14139039,0.109441794,0.129066964,0.137869948,0.127160586,0.228341608,0
lsm4,2.936046865,0.406732535,0.513292417,0.779640736,3.149427207,2.472375069,0,0.287521595,0.201191572,0.322553033,0.330835415,0.226827488,0.542004895,0.297506074,0
mbd3,0.128397335,0,2.603516957,0.92583514,0.460756262,0.186333046,0,0.511820605,0.559787041,0.576399586,0.685301138,0.597835202,0.77554564,0.493984176,0
vamp1,15.95578574,5.827585006,10.08539835,3.446137258,11.92719711,14.92242622,3.86997629,4.16758354,5.287045377,6.575285892,5.587513737,4.283888081,4.478551387,5.211723895,0
limch1,0.501171558,1.241734088,0.877304247,0.822989743,0.836783786,0.635655574,0.480191144,0.222529616,0.283549804,0.482473851,0.324855687,0.505466335,0.318823249,0.300028451,0
inpp4a,0.57780548,0.476728364,0.529244626,0.547814876,0.499473349,0.531024208,0.539171957,1.541086217,1.463055001,1.393167151,1.391539056,1.810721394,1.707666167,1.692209825,0
cpeb2,1.13348592,0.643327648,1.584015689,0.718838405,1.41352594,0.987587395,1.199311844,0.175795656,0.474932358,0.405454113,0.401598721,0.473987923,0.4172794,0.327603444,0
ndufv1,5.331515195,10.03845064,10.25180692,6.921575391,4.33882842,4.339337063,2.420592638,0.430357394,0.865865409,0.897621171,0.874684729,0.827960862,0.814121816,0.636444426,0
carm1,0.72326388,0.22991268,0.427467044,0.680947162,0.301950265,0.771131717,0,1.513354793,1.682309979,1.500672301,1.810372602,1.542549632,2.186566854,1.882656856,0
adam22,3.115441867,2.98382535,3.185036604,2.7245852,2.10959809,3.989999364,4.898068728,0.833899863,0.334596256,0.289953688,0,0,0.333447911,0.23902191,0
rasal2,0.496388871,0.673186898,0.679405166,0.299326472,0.424232813,0.472878136,0.863155437,0.233688254,0.406599563,0.488559816,0.627185956,0.304451277,0.143669093,0.430326188,0
dlg2,1.654047366,1.519237781,1.51406775,1.605531504,0.902469348,1.056013078,0.959577818,2.142251591,1.998241206,2.120565795,1.543990631,1.728639484,2.052152116,2.063360054,0
akap5,0.228111532,0.329611814,0.165242446,0.150356398,0.227766336,0.188436223,0.235065422,0.810343558,0.433026208,0.746285445,0.498246503,0.66371742,0.696960953,0.634838781,0
capns1,0.477402646,2.07032701,1.442099833,1.431564012,0.887359146,0.585985963,0,1.687344882,2.495185525,2.164278186,2.550539847,2.413987502,2.095786817,1.895219795,0
pzp,6.38552096,1.491376192,7.980157665,5.902415815,0,17.68700555,2.551616956,53.81661234,0.341860123,0.438928782,1.679000589,0.834649938,1.900654279,1.257931604,0
flnc,1.061279736,4.196354952,2.521185345,1.831073743,0.499440992,1.037885218,0.679249172,1.58028406,1.901489384,1.259416643,0.699169172,0.489667265,0.483038047,0.539225437,0
dgki,0.621478845,1.867427199,0.78602349,0.475884462,0.489009929,0.476883244,1.928900951,0.992236432,0.610601373,0.820715053,0.850957791,0.690348142,0.778236817,0.969811471,0
htra2,0.712379321,3.074118842,4.197324867,2.444606282,1.720057276,1.075896342,1.610288405,0.774065445,1.382198419,1.040942325,1.215213778,0.552897356,0.780338672,0.908183865,0
asap2,4.758044356,10.67289393,7.052569299,9.024972513,4.264346237,3.004321239,12.09359193,4.253534545,1.735379813,2.832535019,2.740877523,3.527976617,3.823885337,2.632499103,0
gm49948,0.3842649,2.416891187,0.660445066,0.578843227,0.293743669,0.356296756,0,6.800911205,2.95049576,3.530308535,3.589244687,4.416218865,3.928596936,3.563738728,0
safb,1.58080064,6.087775735,2.986837654,1.991670294,3.725778464,4.389359625,1.65553962,0.480756633,0.488962884,2.416133464,0.324279055,0.268938088,0.236642184,0.107205788,0
rimbp2,2.496343477,1.418828367,2.667667492,2.508066955,0.97852472,1.940561182,4.183299567,0.321149257,0.357633017,0.229315037,0.308797728,0,0.237952704,0.30370342,0
fam98c,0,0.08981644,0.183715813,0.149139042,0.089120955,0.087146467,0,0.356231463,0.188418315,0.181173041,0.211903197,0.303572992,0.332022835,0.32763488,0
klc2,0.262130074,1.075033307,0.678222146,0.541744138,0.249257467,0.553518464,1.146448115,1.378927467,1.379329225,1.914629022,2.3481298,1.328170231,1.389186407,1.52882875,0
anp32a,4.388918701,0.786149152,0.706768954,0.458093725,0.773501337,0.948089085,0.937783155,7.083406109,5.3301985,5.32398525,6.473153125,4.53297534,5.252998272,6.280242084,0
mapre2,1.538271965,1.840808599,1.689673169,0.779410809,0.811393549,1.253316965,1.408715018,6.126222812,5.025434658,5.126488297,6.515319043,5.364911317,5.508625603,4.48866621,0
rps5,1.279378607,3.240701044,2.213108967,1.636370284,2.350222917,0.876255857,2.390886703,3.551048676,3.156821706,4.757204883,3.5178815,2.950819812,2.365982322,2.814304323,0
cdc42bpa,1.264255901,1.269273309,1.079020617,0.868276085,0.324105188,0.584126632,0.348125014,0.76222699,0.781603597,1.04386131,1.07914063,0.759530888,0.771132723,0.875496124,0
mgll,1.648259275,1.758113271,1.600168911,2.395181148,2.044259285,1.047967134,1.283059393,0.917675698,2.243515424,2.560312833,1.879982468,2.043303178,1.574308413,2.127839202,0
cdh2,4.979728103,6.422744043,8.535495065,6.923668154,6.146411251,5.313079187,0.387590855,1.125224692,1.357378032,0.890125228,0.625661624,0.754951566,1.181815992,0.313946342,0
myo5a,4.303623876,7.285620864,7.211608358,6.543810181,4.095935766,4.447724776,4.0857889,1.76032782,2.006923282,2.181716791,1.745011632,2.525378812,2.249147112,2.869445949,0
sf1,2.205961575,1.218135666,0.936644941,1.008595369,1.939654704,1.743142211,1.095043094,1.148087708,0.883852123,0.929513409,0.888391066,1.073824972,1.208469659,1.162247441,0
pgbd5,0,0.319016637,0.44401027,0.333145366,0.105221601,0.230109647,0.326829659,0.956276956,1.523534953,1.63502997,1.789012863,1.223321052,0.966554712,1.353452818,0
arap1,0.103560084,0.684628586,0.692829061,1.051140403,0.737244096,0.401562385,0,0.264070296,0.226943815,0.220078753,0.228032898,0.291780175,0.345975149,0.290203144,0
spg7,0,2.038810938,1.446650234,0.963514544,2.837710467,0.425520518,0,0.526159376,2.184889813,2.440029436,4.336550079,0,5.744627298,5.391103488,0
plekhb1,2.227388057,1.544762657,2.006277332,3.137272232,1.687450966,2.26219997,0,1.051299163,0,1.435677646,1.030183387,2.017189603,1.038882682,1.152445681,0
tmed7,0,1.779698936,0.903544567,1.253606283,2.717684462,0.784904072,0,0.56594012,0.398822756,0.45422392,0.547710744,0.294761069,0.198886065,0.336475814,0
acsl1,2.353950224,1.071603567,1.768509718,1.231102266,2.154316726,2.742984827,0,0.137160658,0.337286347,0.365330796,0.296210277,0.456969315,0.365882817,0.47401511,0
uba6,0.253640777,0.723731401,1.134112255,1.033599551,2.493990034,0.304989447,1.36363133,1.308642996,1.436010113,1.1950893,1.355278254,1.399000167,1.527194962,1.744020895,0
stxbp5,1.920868402,1.465879818,2.077564377,1.993526422,2.123591585,1.960179416,3.525913164,0.507332688,0.719455385,0.676308164,0.75745349,0.595798221,0.581072514,0.780933704,0
prmt1,0.350533596,0.35381589,0.266936377,0.531726489,0.703463536,0.645831192,0.79704327,1.430584922,1.239302437,1.269088294,1.360771658,1.030843306,1.246800648,1.297701901,0
cops6,0.923685672,0.34989895,0.504921774,0.23217119,0,1.49155422,4.221514507,2.913487563,2.005048581,2.047825836,2.504239702,2.551418584,2.318286407,2.746806622,0
snrpa,2.146484063,1.768186687,1.55063675,0.819891779,0.676262392,2.377633206,1.132101856,1.041393511,0.334344664,0.685165795,0.512294391,0.227204409,0.082828248,0.350565896,0
tpd52,1.213393646,0.831572283,1.296156816,1.108419444,0.240479581,1.936409148,0.887543422,1.865818509,2.874727321,3.051133122,2.979698416,4.024046029,3.550495902,3.643781353,0
ccdc136,1.387330479,1.796637594,0.706495452,0.489813616,0.575362418,0.47651598,0.862295527,0.763672441,0.620527223,0.976365434,0.685102426,0.639180691,0.772705018,0.80775141,0
rpl29,0,152.6208376,0.00809893,5.685328416,2.05376538,0.620191964,0,56.90602188,1.7643449,23.81030219,10.2383854,1.057560942,5.110423706,10.74108647,0
smarcc1,0.136435913,1.100533554,1.399997511,0.652100366,0.277476112,0.494887886,0.46938295,1.362483164,0.917825691,0.828576046,1.303526168,0.748542975,0.991603042,1.256899518,0
arhgap22,3.463565143,1.944883023,2.903002273,4.072337981,2.838735154,0.907016263,2.229669668,21.61284448,27.52437807,17.93774463,22.17624504,26.38817725,27.43204636,17.50490968,0
stmn1,6.258668883,1.903607559,3.665580649,2.067255841,1.702303812,3.07019729,1.265358182,23.43811007,9.708993038,12.90812458,9.287321328,15.49338204,17.70524405,15.69716516,0
lrrc4b,4.929316386,2.036764911,3.24112241,2.2489178,1.656100888,5.776986562,1.30921609,1.387922399,1.70032808,1.505256414,1.703397981,1.423629851,1.966573638,0.638969305,0
ctnnd1,0.174050046,0.381183228,0.607175558,0.612607663,0.365889353,0.211555337,0,0.217503775,0.219001594,0.206113015,0.11946306,0.16100344,0.00509268,0.143535517,0
tmx2,1.919622091,2.663311709,4.382680042,2.850430258,1.62280231,1.070140778,1.182747311,0.792905819,2.07080885,2.099476505,1.377604901,1.98720683,1.561018985,2.161944914,0
clip1,0.425224745,0.543710645,0.486654394,0.442785918,0,0.348586699,0.711125129,2.176516922,2.438789351,3.080314879,3.117640023,2.150026115,1.816020923,2.519492347,0
ntm,8.515742468,6.903726437,6.732458965,6.467553217,6.835480545,4.686611093,4.535600123,1.645225483,4.153899574,3.818732791,2.157332974,2.856671874,2.374260783,3.222956165,0
scfd2,0.32380654,0.597209134,0.825843299,0.534350689,0.428713292,0.271514869,0.222713545,0.411009051,0.295208189,0.348655473,0.460980899,0.260892528,0.57603848,0.507650785,0
dpp10,1.652708175,1.973628489,2.162767971,1.618848345,1.853994857,1.474115598,1.290989098,0.222356005,0.707441647,0.493364577,0.41072767,0.387007537,0.340429456,0.509492317,0
shank2,6.931629599,5.023250235,6.145976343,6.038801659,3.933305087,4.764195238,8.909168493,1.337384035,1.089224679,1.091514129,1.330337729,1.109313891,1.055526975,1.464004042,0
ank1,1.025560482,1.150374878,1.22263535,0.542269418,1.07439353,0.829100947,0.52051629,0.386910018,0.412776705,0.44999422,0.411698181,0.441832125,0.366078753,0.465683272,0
vps29,0.587579041,0.830543858,0.532626561,0.663721456,0.46680033,0.09025015,0.716594949,2.708676751,2.732888297,3.225308127,2.801654955,2.229981992,1.917175577,2.35355107,0
synj1,1.382422808,1.441163242,1.292768483,1.038155092,0.777367602,1.05565096,1.182911565,10.14230244,6.73229373,7.160988973,7.529937005,9.024901994,8.983014736,9.431468359,0
mapre3,0.099957848,0.812297807,0.414841051,0.344788887,0.04656536,0.116874692,0.183806489,1.787230145,0.995548415,2.71565248,1.877561271,0.84896125,0.81505162,0.916080398,0
cald1,0.18346084,1.901320403,0.849468404,0.735766943,0.312605829,0.322554773,0.574073791,0.382364747,0.0915524,0.353915299,0.358461383,0.118303751,0.124613823,0.147009787,0
fmr1,0.132420894,1.177978256,1.316529565,0,0.508770436,0.308124058,0,0.557660006,0.863695738,0.754484661,0.493464254,0.91811365,0.730191335,0.611257089,0
mrpl40,1.015324357,0.455457369,2.264499957,3.172859973,2.146020729,1.569505063,0,0.91454632,3.671631898,2.501882106,1.521262696,2.884407817,1.756637266,1.357647686,0
dip2a,1.359446383,1.132464155,1.440316515,1.131851414,0.324311329,1.02471358,1.374163468,2.862148319,2.780301023,3.137378037,2.756509011,2.29962119,2.308226534,3.328990273,0
gsk3a,0.507801898,1.652047541,1.680057282,1.448268726,0.397673844,0.393927501,1.351101109,7.12305694,6.865420139,7.857701042,7.393165058,6.347358073,5.965250895,6.268346836,0
gls,4.906289403,5.531163666,7.050110733,4.691801004,4.193922901,5.690682374,4.392969047,6.870030119,11.17648115,8.957641812,8.775597478,11.32195212,10.63527563,10.42901913,0
slmap,1.790997763,2.71216607,1.173585932,0.792248058,1.690448468,0.236682466,0,0.618692519,0.36323464,0.697434637,0.661122018,0.415346361,0.504176971,0.738708111,0
dnajc13,0.642526292,0.409995903,0.641243877,0.781785675,0.477666866,0.431183744,0,0.477470339,0.563084193,0.449934351,0.655272128,0.717569444,0.786421229,0.672304485,0
edc4,1.974312836,0.640108548,0.700098735,0.707677718,0,0.362622491,0.19133862,0.624977975,0.627720412,0.746778187,0.767980387,0.724176025,0.743911777,0.879674449,0
bud31,0.368230068,0.455355674,1.3177386,0,1.576914722,0.642420924,0,0.108954692,0.352577958,0.103522762,0.412713407,0,0.311936732,0.107063517,0
mob4,0,1.289304146,1.182084187,0.640863863,0.553807463,0.285314966,0.316506574,1.135805448,0.627144005,0.740466207,1.241545692,0.705141833,0.795932838,1.274961855,0
nrxn1,0.885211044,1.483029315,1.398122369,1.240823739,1.185446605,1.143843363,1.567121528,0.874412637,0.776770633,0.771237315,0.751688285,0.54050639,0.547879938,0.5392076,0
cadm1,1.713571246,3.689441396,3.440666232,2.288887675,6.05444281,3.120014259,0.415118193,0.487533941,0.506038275,0.518869481,0.457134462,0.334000174,0,0.201359114,0
zfand2b,0.514847783,0.115590348,0.071383768,0.215575418,0,0.516095639,0.359767748,0.422018894,0.644779031,0.496829914,0.060311573,0.553847604,0.454660413,0.18243017,0
sirpa,1.691619402,2.520330213,1.724787756,2.021815006,2.132942195,2.000544803,1.61895298,0.206270935,0.631417644,0.769404489,0.503181197,0.37105839,0.439285695,0.555250858,0
wnk2,0.838464589,0.200801299,0.068462664,0.018612925,0.159267109,0,0.088713889,0.317627133,0.388205327,0.513074341,0.553918349,0.353845107,0.255083073,0.395028707,0
pcmt1,1.554211533,1.410697791,1.412893877,0.831755991,1.877985593,2.355162391,0.634028487,5.624060198,3.285322672,4.118313746,4.438711938,4.771175526,5.463182771,5.354922301,0
0,0.721820179,2.090114731,0.919018182,1.368511729,2.591893379,0.96614144,2.655983845,5.944685916,3.042167151,4.244510229,4.480075752,1.970496439,1.795377494,2.785091778,0
kif2a,1.983289939,2.308049785,1.743638174,1.322854163,1.016692431,1.418285471,1.95132722,3.454428846,1.68216608,2.219149538,2.246475114,1.732095466,1.939372241,2.700178355,0
ppp3cb,5.982369939,7.403520912,6.819639931,5.590975082,6.150053141,5.090141715,7.273878004,41.39244376,18.53793456,19.697217,25.52382679,39.44786859,39.86372031,40.75411824,0
nae1,0.223512369,0.4012776,0.512586901,0.761335495,0.712096877,0,0.574896445,3.325681391,2.947931485,3.618992824,2.943116559,2.938777501,2.782271222,2.792150609,0
sik3,0.302390422,0.476736558,0.670332557,0.469280197,0.61132714,0.520616863,0,1.080335423,1.106599012,1.247817609,1.526868194,1.101633467,1.293610043,1.491606409,0
dnm1l,0.049957401,0.009667659,0.056728708,0.040292017,0.049843005,0.012919591,0,0.082098751,0.173650652,0.227070447,0.169983851,0.325946603,0.167974805,0.070721455,0
abr,1.044592209,1.213022388,1.076174437,0.973164322,0.674057096,0.675046505,0.69095713,2.920288226,3.379816832,4.039939333,4.181228463,3.07760335,2.879875164,3.123804751,0
fnbp1l,0.338920002,0.404016923,0.851800555,0.575645695,0.593417067,0.414573849,0,0.381771113,0.558854858,0.565250933,0.513851227,0.531644951,0.480344288,0.502503422,0
prrt2,9.977431503,0.733764149,1.194342006,2.217721429,5.342156594,3.009917228,1.657131909,0.200576058,0.64768204,0.19646705,0.251536748,0.626900467,0.430005869,0.45613088,0
tln2,0.69307408,0.876025235,0.864561155,0.647984061,0.509548988,0.620652032,0.443418011,1.066409195,1.004792362,1.290931123,1.369226699,1.134326002,1.0305189,1.349277613,0
xpo7,0.244653816,0.332351287,0.248244805,0.248517901,0.227536567,0.236772182,0.279290623,1.048616996,0.628444806,0.737280966,0.793407997,0.836852279,0.802757635,0.995211088,0
epb41l1,0.692497438,1.593194347,1.213685712,1.007528645,0.995152813,0.540792053,0.558546089,0.706328669,1.570974053,1.058458779,1.259962417,0.699947991,0.688533669,0.748509282,0
